course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
180,"Stock Market for Beginners - Complete Starter Toolkit",complete-stock-market-starter-toolkit-for-beginners,True,189,0,0,3,Intermediate,49,"2016-03-31 18:22:30","Business Finance"
181,"Beginners Binary Options Course",beginners-binary-options-trading-course,True,72,0,0,3,Beginner,53,"2014-04-27 06:58:27","Business Finance"
182,"Volatility Trading Analysis with R",volatility-trading-analysis-with-r,True,138,0,0,3,Advanced,46,"2017-03-06 21:26:55","Business Finance"
183,"How To Profit From Stock Market Volatility",how-to-trade-stock-market-volatility,True,100,0,0,3,Beginner,46,"2017-01-23 18:23:58","Business Finance"
184,"WE WILL PAY YOU TO TRADE WITH US",trade-forex-the-professional-way-by-trading-live-with-us,True,127,0,0,3,Beginner,55,"2014-08-18 21:09:54","Business Finance"
185,"Portfolio Management for CA  CS  CFA exams",portfolio-management-quantitative-techniques,True,54,0,0,3,Beginner,67,"2015-07-21 19:24:17","Business Finance"
186,"Finding an Unlimited Amount of Investors",accredited-investors,True,197,0,0,3,Beginner,63,"2016-03-03 22:25:41","Business Finance"
187,"Bookkeeping Made Easy",accounting-made-easy,True,174,0,0,3,Beginner,73,"2015-07-14 00:00:48","Business Finance"
188,"BITCOIN VISUALLY. Part I.",bitcoin-visually-part-i,True,11,0,0,3,Beginner,50,"2014-03-16 14:36:01","Business Finance"
189,"Learn and Master the Basics of Finance",finance-101,True,133,0,0,3,Beginner,39,"2016-09-25 20:37:51","Business Finance"
190,"Exam 1 Review - Managerial Accounting (U of H)",exam-1-review-mgr-acct,True,35,0,0,3,Beginner,55,"2016-02-11 16:23:46","Business Finance"
191,"Get to grips with the CFA calculator",cfa-calculator,True,31,0,0,3,Beginner,64,"2013-08-05 16:02:15","Business Finance"
192,"Financial Model Fundamentals-Learn the Essential Skills",financial-model-fundamentals-learn-the-essential-skills,True,32,0,0,3,Beginner,44,"2015-06-01 20:58:11","Business Finance"
193,"Forex For Beginners - A Guide To Currency Trading",forex-for-beginners-a-guide-to-currency-trading,True,182,0,0,3,Beginner,53,"2015-05-25 18:19:21","Business Finance"
194,"Raise Your Credit Score to 800 Or More....",raise-your-credit-score-to-800-or-more,True,62,0,0,3,Beginner,39,"2015-07-12 19:05:43","Business Finance"
195,"Financial Management Budgeting Techniques",learn-cash-budgeting-techniques,True,79,0,0,3,Beginner,56,"2015-04-12 16:28:31","Business Finance"
196,"Forex Killing Divergence - How to trade with precision",forex-killing-divergence-how-to-trade-with-precision,True,104,0,0,3,Beginner,68,"2015-01-25 18:41:28","Business Finance"
197,"Working Capital Management for CA  CFA  CPA Exams",working-capital-management,True,109,0,0,3,Intermediate,61,"2014-10-25 13:00:19","Business Finance"
198,"Risk Analysis - Capital Budgeting for CA  CS  CFA exams",risk-analysis-in-capital-budgeting,True,128,0,0,3,Beginner,44,"2015-07-07 20:21:29","Business Finance"
199,"Mastering Futures Options for Beginners - Your Top 5 Plays!",mastering-futures-options-for-beginners-your-top-10-plays,True,131,0,0,3,Beginner,38,"2016-02-02 20:35:37","Business Finance"
200,"Professional Options Trading, Simplified",optionstrading,True,13,0,0,3,Beginner,60,"2015-04-17 21:59:15","Business Finance"
203,"Case Studies in Macro Economics",case-studies-in-macro-economics,True,188,0,0,0,Beginner,0,"2017-05-25 17:00:12","Business Finance"
206,"Stock Technical Analysis with Python",stock-technical-analysis-with-python,True,25,0,0,0,Beginner,0,"2016-04-12 00:40:03","Business Finance"
209,"Automate Your Finances",automate-your-personal-finances,True,171,0,0,0,Beginner,0,"2014-05-08 23:09:32","Business Finance"
210,"MBA Accounting and Finance for Managers(Paper MS04 of IGNOU)",dividend-decision-a-comprehensive-study,True,34,0,0,0,Beginner,0,"2015-07-19 19:43:52","Business Finance"
211,"FuturesCommodity Training (Basics)",commodity,True,165,0,0,0,Beginner,0,"2015-02-07 07:04:07","Business Finance"
213,"Master Finance in Three Hours",basic-finance-for-startups-smes-quick-clear-practical,True,194,0,0,0,Beginner,0,"2014-10-28 20:48:49","Business Finance"
214,"Learn Options on Futures for Hedging Options and Stocks",learn-options-on-futures-for-hedging-options-and-stocks,True,61,0,0,0,Advanced,0,"2017-05-23 22:23:38","Business Finance"
217,"Become A Forex Trader - Forex trading like a professional",become-a-forex-trader,True,179,0,0,0,Beginner,0,"2017-05-28 14:35:47","Business Finance"
225,"Forex Prep Academy for Beginners-Real trades!",forex-prep-academy-for-beginners,True,83,0,0,0,Beginner,0,"2015-06-19 15:22:42","Business Finance"
226,"Accounting for Deferred Taxes (Professional Course Level)",accounting-for-deferred-taxes,True,118,0,0,0,Beginner,0,"2015-01-15 13:19:33","Business Finance"
230,"Value Investing For Beginners",value-investing-for-beginners-y,True,136,0,0,0,Beginner,0,"2016-05-11 17:20:38","Business Finance"
231,"TRADING TACTICS",trading-tactics,True,22,0,0,0,Beginner,0,"2015-02-13 20:19:58","Business Finance"
233,"build a solid foundation for trading options",option-basics-to-be-profitable-trader,True,28,0,0,0,Beginner,0,"2016-05-26 21:17:14","Business Finance"
240,"The Financial Analyst Skills Training (FAST) course 2017",the-financial-analyst-skills-training-fast-course-2017,True,98,0,0,0,Beginner,0,"2017-01-02 17:44:17","Business Finance"
245,"Forex - Elliott Wave Theory with Fibonacci. ",forex-strategy-elliott-wave-theory-with-fibonacci,True,162,0,0,0,Beginner,0,"2015-06-19 22:06:07","Business Finance"
247,"Chart Patterns Trading Demystified",stock-chart-patterns-forecasting-explosive-gains-technical-analysis,True,164,0,0,0,Beginner,0,"2017-02-08 03:49:44","Business Finance"
253,"Technical Analysis tools for Stocks and Options trading",technical-analysis-tools-for-stock-trading-and-options-trading,True,45,0,0,0,Beginner,0,"2015-04-12 18:31:07","Business Finance"
255,"Get Started With Penny Stocks -Step by Step Guide to Trading",trading-penny-stocks-advanced-strategies,True,139,0,0,0,Beginner,0,"2014-06-02 03:34:56","Business Finance"
263,"How to trade options",how-to-trade-options,True,177,0,0,0,Intermediate,0,"2015-09-20 21:45:48","Business Finance"
266,"Business Banking 101",business-banking-101,True,63,0,0,0,Beginner,0,"2015-04-06 18:05:26","Business Finance"
268,"Asset Protection Using Offshore Companies",asset-protection-using-offshore-companies,True,75,0,0,0,Beginner,0,"2015-08-12 17:28:53","Business Finance"
276,"Master The Stock Market with practice",master-the-stock-market-with-practice,True,10,0,0,0,Beginner,0,"2015-05-15 18:04:34","Business Finance"
282,"Professional Bookkeeping & Accounting 2 - Bank Daybook",professional-bookkeeping-accounting-2-petty-cash-bank,True,1,0,0,0,Beginner,0,"2015-11-01 18:29:15","Business Finance"
285,"Learn to Trade Forex - from Beginner to Professional",learn-to-trade-forex-from-only-10-minutes-a-day,True,115,0,0,0,Beginner,0,"2017-04-06 16:59:36","Business Finance"
288,"Beginners Guide To Ichimoku Trading",ichimoku,True,21,0,0,0,Beginner,0,"2016-04-27 20:06:23","Business Finance"
290,"ALGOTECH Hedge Fund Method for Stock Market Trading",algotech-hedge-fund-method-for-stock-market,True,2,0,0,0,Beginner,0,"2016-10-10 21:05:19","Business Finance"
291,"FuturesCommodity Trading",futurestrading,True,80,0,0,0,Beginner,0,"2015-03-05 22:58:02","Business Finance"
293,"Introduction to the economics of public services regulation",introduction-to-the-economics-of-public-services-regulation,True,26,0,0,0,Intermediate,0,"2017-01-03 17:57:55","Business Finance"
300,"Building a Balanced Scorecard",building-balanced-scorecard,True,86,0,0,0,Intermediate,0,"2017-07-03 21:38:22","Business Finance"
302,"CFA Level 2- Quantitative Methods",cfa-level-2-quantitative-methods,True,66,0,0,0,Beginner,0,"2017-07-02 14:29:35","Business Finance"
304,"Capital Market Road Map",capital-market-road-map,True,183,0,0,0,Beginner,0,"2014-03-11 16:15:21","Business Finance"
307,"Forex Trading",how-to-trade-forex,True,129,0,0,0,Beginner,0,"2014-11-18 10:52:45","Business Finance"
309,"Take Your Career to the Next Level with MBA Finance",take-your-career-to-the-next-level-with-mba-finance,True,45,0,0,0,Beginner,0,"2015-10-29 23:18:23","Business Finance"
310,"Accounting Books of Accounts (College Level)",books-of-accounts,True,164,0,0,0,Beginner,0,"2015-06-05 19:01:45","Business Finance"
311,"Forex Trading Profitably",learn-how-to-make-1000s-a-day-forex-trading-in-under-1-hour,True,134,0,0,0,Beginner,0,"2014-11-04 12:37:45","Business Finance"
315,"IFRS Financial Reporting",ifrs-financial-reporting,True,9,0,0,0,Beginner,0,"2014-10-24 16:55:03","Business Finance"
316,"Learn Financial Accounting Different",learn-financial-accounting-different,True,147,0,0,0,Beginner,0,"2015-05-24 21:14:23","Business Finance"
323,"Forex Basics",forex-basics,True,66,0,0,0,Beginner,0,"2013-10-16 17:40:23","Business Finance"
327,"Hedge Fund Accounting and Valuation",hedge-fund-accounting-and-valuation,True,168,0,0,0,Beginner,0,"2016-04-28 16:39:21","Business Finance"
330,"Ethereum Course for Investors",how-to-purchase-store-and-profit-from-ethereuem,True,49,0,0,0,Beginner,0,"2016-06-09 04:21:43","Business Finance"
335,"Forex online live trading system (Special Offer)",forex-trading-i-will-show-you-how-to-get-profit,True,126,0,0,0,Beginner,0,"2016-11-07 14:51:41","Business Finance"
337,"How to invest in Russian equity market",how-to-invest-in-russian-equity-market,True,116,0,0,0,Intermediate,0,"2015-09-15 18:28:43","Business Finance"
338,"Handle difficult questions the bank manager will ask you",handle-difficult-questions-the-bank-manager-will-ask-you,True,152,0,0,0,Beginner,0,"2015-09-04 20:03:24","Business Finance"
340,"Six Stage Negotiation",six-stage-negotiation-for-cash-collection,True,120,0,0,0,Beginner,0,"2016-05-11 17:08:03","Business Finance"
343,"UK Tax Returns with HMRC",corporation-tax-returns-hmrc,True,37,0,0,0,Beginner,0,"2016-04-05 15:48:32","Business Finance"
349,"Advanced Technical Analysis PART1!",advanced-technical-analysis-part1,True,120,0,0,0,Intermediate,0,"2017-06-27 22:00:27","Business Finance"
350,"Advanced Financial Management for CA  CS  CFA CPA Exams",advanced-financial-management-a-comprehensive-study,True,159,0,0,0,Beginner,0,"2015-11-03 18:22:32","Business Finance"
351,"Learn the Foundations of Stocks and Options",learn-how-to-trade-stocks-and-options,True,8,0,0,0,Beginner,0,"2016-08-11 21:18:34","Business Finance"
355,"Fund Flow Analysis for CA  CFA  CPA Exams",learn-fund-flow-analysis,True,115,0,0,0,Intermediate,0,"2014-11-28 11:43:27","Business Finance"
360,"Introduction To The World Of Equity Finance",equity-finance-basics,True,106,0,0,0,Beginner,0,"2015-12-08 17:12:06","Business Finance"
362,"Beginners Forex strategy",beginners-forex-strategy,True,122,0,0,0,Beginner,0,"2016-03-18 15:07:45","Business Finance"
363,"Mortgage Backed Securities",mortgage-backed-securities,True,55,0,0,0,Beginner,0,"2014-03-13 12:47:09","Business Finance"
365,"Fundamental Financial Math",fundamental-financial-math,True,8,0,0,0,Beginner,0,"2014-03-04 19:36:43","Business Finance"
366,"Equity Swaps",equity-swaps,True,147,0,0,0,Beginner,0,"2014-03-13 22:12:01","Business Finance"
367,"Proven Methods In Trading Candlestick Patterns",candlestick-patterns-winning-the-day-trading-game,True,35,0,0,0,Beginner,0,"2016-02-12 23:44:27","Business Finance"
368,"Read financial statements as a stock investor",read-financial-statements-to-be-a-stock-investor,True,12,0,0,0,Beginner,0,"2015-07-10 19:32:16","Business Finance"
370,"Trading Biotech Stocks - Understanding the Healthcare Sector",trading-biotech-stocks,True,15,0,0,0,Beginner,0,"2015-04-24 21:22:27","Business Finance"
377,"Financial Modeling - Build Your Own 3 Statement Projection",financial-modelling-build-your-own-3-statement-projection,True,168,0,0,0,Beginner,0,"2016-07-05 20:58:26","Business Finance"
382,"How to Get Growing, Passive Income from the Fortune 500!",how-to-get-growing-passive-income-from-the-fortune-500,True,28,0,0,0,Beginner,0,"2017-01-19 16:07:18","Business Finance"
383,"Managing Budgets in the Public and Non Profit Sector",managing-budgets-in-the-public-and-non-profit-sector,True,107,0,0,0,Beginner,0,"2017-06-22 20:28:25","Business Finance"
385,"How to invest in Forex Trading & add an additional income",forex-truth-fundamentals-and-understanding,True,15,0,0,0,Beginner,0,"2015-11-21 20:47:58","Business Finance"
390,"A Guide To Trade Binary Options Like An Expert",a-guide-to-trade-binary-options-like-an-expert,True,94,0,0,0,Beginner,0,"2016-07-18 21:48:10","Business Finance"
391,"Ratio analysis for bankers and credit analysts",ratio-analysis-for-bankers-and-credit-analysts,True,150,0,0,0,Beginner,0,"2017-04-12 16:55:26","Business Finance"
392,"Numbers for the  Business Plan",numbers-for-the-business-plan,True,121,0,0,0,Beginner,0,"2014-09-22 05:12:53","Business Finance"
394,"1 - Concepts of Statistics For Beginners Step by Step",concepts-of-statistics,True,181,0,0,0,Beginner,0,"2015-08-30 22:48:34","Business Finance"
397,"Finance Fundamentals for Non Finance Leaders",finance-fundamentals-for-business-leaders,True,140,0,0,0,Beginner,0,"2015-08-04 21:56:58","Business Finance"
398,"Strategy layout and Backtesting",strategy-layout-and-backtesting,True,54,0,0,0,Advanced,0,"2016-09-21 19:36:22","Business Finance"
399,"Easy Forex and Futures Trading",easy-forex-and-futures-trading,True,36,0,0,0,Beginner,0,"2013-12-31 01:22:44","Business Finance"
400,"Aprende a hacer paper trading (simulación) con Ninja Trader",aprende-a-hacer-paper-trading-simulacion-con-ninja-trader,True,198,0,0,0,Beginner,0,"2013-11-15 17:53:03","Business Finance"
401,"Trading mit kleinen Konten - Grundlagen die du kennen musst",werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt,True,74,0,0,0,Beginner,0,"2017-03-29 00:06:21","Business Finance"
405,"Trading Intradiario basado en Precio y Volumen",trading-intradiario-basado-en-precio-y-volumen,True,171,0,0,0,Intermediate,0,"2015-02-18 23:28:01","Business Finance"
407,"Wie funktionieren Bitcoin? Ein Einführungskurs.",wie-funktionieren-bitcoin-ein-einfuhrungskurs,True,106,0,0,0,Beginner,0,"2017-05-10 23:37:44","Business Finance"
408,"Estruturação Financeira",estruturacao-financeira,True,150,0,0,0,Beginner,0,"2017-05-08 02:40:04","Business Finance"
410,"Financial Accounting Plus Excel and SAP Crash Course.",financial-accounting1,True,7,0,0,0,Beginner,0,"2016-05-23 17:03:43","Business Finance"
412,"How to read a Profit & Loss Account and Balance Sheet",how-to-read-a-profit-loss-account-and-balance-sheet,True,164,0,0,0,Beginner,0,"2014-09-22 04:05:52","Business Finance"
416,"Bookkeeping Systems",bookkeeping-systems,True,199,0,0,0,Beginner,0,"2014-09-22 05:16:06","Business Finance"
419,"Tradeonomics - Four Steps to Mastering Economic Indicators",a-laymans-guide-to-the-us-economy-demystifying-indicators,True,198,0,0,0,Beginner,0,"2016-04-01 15:56:38","Business Finance"
424,"How I Trade Forex Successfully",how-trade-forex-successfully,True,24,0,0,0,Beginner,0,"2015-11-13 17:28:16","Business Finance"
430,"Forex - Trade Gartley with Precision - Complete Strategy",forex-trade-gartley-with-precision-complete-strategy,True,33,0,0,0,Beginner,0,"2016-07-29 16:49:37","Business Finance"
433,"Accounting and the Triple Bottom Line",accounting-and-the-triple-bottom-line,True,198,0,0,0,Intermediate,0,"2015-07-10 00:16:42","Business Finance"
434,"MQL5 - Beginner To Expert",mql5-beginner-to-expert,True,112,0,0,0,Beginner,0,"2017-04-06 21:39:23","Business Finance"
435,"How to be A High Performance Insurance Broker Part 2",how-to-be-a-high-performance-insurance-broker-part-2,True,136,0,0,0,Beginner,0,"2014-04-06 16:50:18","Business Finance"
444,"MCA Accountancy and Financial Management -Paper MCS 35 IGNOU",time-value-of-money,True,27,0,0,0,Beginner,0,"2014-12-06 16:34:03","Business Finance"
448,"Year-end QuickBooks Procedures",year-end-quickbooks-procedures,True,36,0,0,0,Beginner,0,"2015-02-19 22:08:53","Business Finance"
457,"Aprenda a Investir no Tesouro Direto Passo a Passo",tesouro-direto-passo-a-passo,True,75,0,0,0,Beginner,0,"2017-04-25 07:06:14","Business Finance"
458,"Aprende a invertir y deja que tu dinero trabaje para ti",aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti,True,9,0,0,0,Beginner,0,"2014-03-03 09:52:27","Business Finance"
460,"Flow Management and Forecasting",cashflow-management-and-forecasting,True,109,0,0,0,Beginner,0,"2014-09-22 04:57:47","Business Finance"
466,"Trading Tips from Hedge Fund Manager",trading-tips-from-hedge-fund-manager,True,112,0,0,0,Beginner,0,"2015-07-22 20:56:34","Business Finance"
467,"Effective Debt Collection Strategies",effective-debt-collection,True,123,0,0,0,Intermediate,0,"2015-11-30 22:38:49","Business Finance"
469,"Stock Trading Strategies Using a D.A.R.T.",stock-trading-strategies-using-a-dart,True,158,0,0,0,Beginner,0,"2015-05-26 17:15:13","Business Finance"
475,"Business Economics - Basics (College Level)",business-economics-basics,True,144,0,0,0,Beginner,0,"2015-09-16 18:29:12","Business Finance"
476,"Investing in Stocks? Master The Art of Covered Calls Selling",dont-leave-money-on-the-table-sell-covered-calls,True,18,0,0,0,Beginner,0,"2016-07-28 00:32:48","Business Finance"
485,"Introduction to Financial Statements",introduction-to-financial-statements,True,192,0,0,0,Beginner,0,"2015-08-16 22:26:02","Business Finance"
489,"Introduction to the CFA Program",cfa-introduction,True,23,0,0,0,Beginner,0,"2013-08-12 11:10:42","Business Finance"
490,"Chartered Financial Analyst (CFA) - Level 1 - FRA",apnacourse-cfa-1-fra,True,42,0,0,0,Beginner,0,"2014-06-30 09:21:49","Business Finance"
491,"Excel 4 Accounting & Bookkeeping - Master Lookup Functions",excel-4-accountants-bookkeepers-master-lookup-fuctions,True,54,0,0,0,Beginner,0,"2016-02-13 03:19:09","Business Finance"
497,"Statistics - Measures of Dispersion for CA  CS  CFA exams",measures_of_dispersion,True,5,0,0,0,Beginner,0,"2015-09-14 19:47:25","Business Finance"
498,"Financial Ratios Using Excel",financialratios,True,91,0,0,0,Beginner,0,"2017-03-07 23:10:03","Business Finance"
508,"Learn How to File Taxes for Uber and Lyft Drivers",learn-how-to-file-taxes-from-uber-lyft,True,71,0,0,0,Beginner,0,"2015-02-12 06:17:10","Business Finance"
514,"The Art Of Financial Valuation With Certificate",learn-how-to-think-like-a-financier-leadership-in-finance,True,170,0,0,0,Beginner,0,"2013-09-29 23:52:54","Business Finance"
517,"Invest Like a Pro!",mastering-darvas-trade-like-a-pro-on-the-stock-market,True,124,0,0,0,Beginner,0,"2015-12-29 18:56:44","Business Finance"
521,"Use Crowdfunding Effectively With Indiegogo and Kickstarter",learncrowdfunding,True,2,0,0,0,Beginner,0,"2013-06-25 15:22:28","Business Finance"
522,"The Complete Litecoin Crypto Currency Bootcamp",the-complete-litecoin-crypto-currency-bootcamp,True,22,0,0,0,Beginner,0,"2017-06-28 23:51:45","Business Finance"
524,"Commodity Futures Day Trading Strategies",futures-day-trade-course,True,11,0,0,0,Beginner,0,"2015-08-28 23:47:29","Business Finance"
525,"Learn to invest in the Stock Market",learn-to-invest-in-the-stock-market,True,50,0,0,0,Beginner,0,"2014-11-12 17:37:03","Business Finance"
529,"Kickstarter success in 5 easy steps",kickstarter-success-in-5-easy-steps,True,78,0,0,0,Beginner,0,"2017-05-16 14:55:28","Business Finance"
530,"Understanding Financial Statements",understanding-financial-statements,True,104,0,0,0,Beginner,0,"2016-12-15 14:56:17","Business Finance"
531,"Planning and Executing a Financial Statement Audit",planning-executing-financial-statement-audit,True,43,0,0,0,Intermediate,0,"2017-06-29 23:18:51","Business Finance"
533,"How to achieve personal transformation",learnhowtocreatewealth,True,96,0,0,0,Beginner,0,"2016-12-22 00:28:07","Business Finance"
535,"Credit concepts and checklist for bankers, credit analyst",credit-concepts-and-checklist-for-bankers-credit-analyst,True,116,0,0,0,Beginner,0,"2017-04-24 14:56:01","Business Finance"
544,"Hedge Fund Trading Systems Part Two - Stocks & ETFs",hedge-fund-trading-systems-two,True,192,0,0,0,Advanced,0,"2017-05-16 22:22:15","Business Finance"
546,"Learn about it",the-mysterious-camarilla-equation,True,198,0,0,0,Beginner,0,"2014-06-05 22:40:42","Business Finance"
549,"Basics of Economics For Beginners A to Z - A Complete Course",basics-of-economics-for-absolute-beginners,True,43,0,0,0,Beginner,0,"2015-08-24 00:36:33","Business Finance"
551,"Create Your Own Automated Stock Trading Robot In EXCEL!",automated-trading-excel,True,101,0,0,0,Beginner,0,"2015-12-09 18:35:24","Business Finance"
553,"1. Principles of Simple Interest ",principles-of-simple-interest,True,197,0,0,0,Beginner,0,"2014-01-13 20:43:46","Business Finance"
557,"Accounting Skills for Managers",accounting-skills-for-managers,True,164,0,0,0,Beginner,0,"2012-06-27 16:41:09","Business Finance"
561,"Basel II",basel-ii,True,11,0,0,0,Beginner,0,"2014-03-06 07:16:03","Business Finance"
565,"Introduction to Small Business Accounting Training Tutorial",introduction-to-small-business-accounting-training-tutorial,True,195,0,0,0,Beginner,0,"2013-01-09 02:57:25","Business Finance"
568,"Financial Modeling in Excel for Startups",financial-modeling-in-excel-for-startups,True,24,0,0,0,Beginner,0,"2014-01-05 03:44:26","Business Finance"
570,"Forex Trading For Beginners ",forex-trading-for-beginners-q,True,70,0,0,0,Beginner,0,"2016-01-14 02:46:59","Business Finance"
576,"NPV and IRR Techniques for CA  CFA  CPA Exams",business-investment-decisions,True,18,0,0,0,Beginner,0,"2014-09-22 14:30:17","Business Finance"
579,"Bitcoin for Accountants",bitcoin-for-accountants,True,19,0,0,0,Beginner,0,"2015-02-06 03:15:22","Business Finance"
580,"ProTrader -  Advanced Technical Analysis",protrader-advanced-technical-analysis,True,48,0,0,0,Beginner,0,"2016-08-22 23:31:48","Business Finance"
582,"Financial Accounting, its Cycle, Statements & Analysis",financial-accounting-in-360-minutes,True,35,0,0,0,Beginner,0,"2016-03-08 16:40:40","Business Finance"
583,"Yield Curve Dynamics",yield-curve-dynamics,True,147,0,0,0,Beginner,0,"2014-03-12 14:54:48","Business Finance"
584,"Value Investing and Stock Market Fundamentals",value-investing-and-stock-market-fundamentals,True,1,0,0,0,Beginner,0,"2016-04-07 18:10:31","Business Finance"
587,"Forex - Price action Reversal Strategy",forex-price-action-reversal-strategy,True,109,0,0,0,Beginner,0,"2016-07-04 21:31:45","Business Finance"
588,"Budget preparation for an EU project proposal",budget-preparation-for-an-eu-project-proposal,True,80,0,0,0,Intermediate,0,"2015-06-01 23:05:51","Business Finance"
594,"Corporation Tax Returns UK",corporation-tax-returns-uk,True,145,0,0,0,Beginner,0,"2015-07-23 19:21:21","Business Finance"
600,"Accounting Basics by Hector Garcia, CPA",accounting-explained-under-1-hour-by-hector-garcia-cpa,True,175,0,0,0,Beginner,0,"2016-02-25 16:53:12","Business Finance"
601,"Learn About Bitcoin and Bitcoin Mining",learn-about-bitcoin-and-bitcoin-mining,True,151,0,0,0,Beginner,0,"2015-05-01 23:05:13","Business Finance"
603,"Cost Accounting and Financial Management - A Complete Study",cost-accounting-and-financial-management-a-complete-study,True,199,0,0,0,Beginner,0,"2016-03-04 17:04:28","Business Finance"
606,"Aprende desde cero a operar el mercado de divisas FOREX",aprende-desde-cero-a-operar-el-mercado-de-divisas-forex,True,73,0,0,0,Beginner,0,"2015-10-23 18:19:32","Business Finance"
607,"Cómo usar Metatrader 4 para hacer trading?",como-usar-metatrader-4-para-hacer-trading,True,188,0,0,0,Beginner,0,"2015-07-30 20:57:23","Business Finance"
609,"Psicología del trading",psicologia-del-trading,True,67,0,0,0,Beginner,0,"2017-05-04 23:05:55","Business Finance"
612,"Aprenda  a Investir",estacio-educacao-financeira,True,141,0,0,0,Beginner,0,"2016-06-30 16:50:25","Business Finance"
618,"Workshop on Banking Credit Analysis Process",workshop-on-banking-credit-analysis-process,True,80,0,0,0,Beginner,0,"2017-06-28 23:22:27","Business Finance"
619,"The Cuckoo Strategy to get European Funding",the-cuckoo-strategy-to-get-european-funding,True,26,0,0,0,Beginner,0,"2016-01-06 02:38:23","Business Finance"
622,"Free Ways to Create Passive Income Online",how-to-make-passive-income-online,True,111,0,0,0,Beginner,0,"2017-04-17 22:33:13","Business Finance"
631,"The Binary Institute -  Binary Options Trading Course",the-binary-institute-binary-options-trading-course,True,190,0,0,0,Beginner,0,"2015-12-14 18:27:08","Business Finance"
633,"Matemática Financeira com HP12C e MS Excel",matematica-financeira-com-hp12-e-ms-excel,True,162,0,0,0,Beginner,0,"2016-10-12 13:50:11","Business Finance"
638,"Le basi del Trading",le-basi-del-trading,True,132,0,0,0,Beginner,0,"2017-03-11 00:58:58","Business Finance"
639,"Profit and Loss Account for bankers and credit analysts",profit-and-loss-account-for-bankers-and-credit-analysts,True,43,0,0,0,Beginner,0,"2017-04-23 22:07:02","Business Finance"
647,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",intro-to-asset-backed-securities-cfa-level-i-2017-prep,True,147,0,0,0,Beginner,0,"2017-03-27 19:59:34","Business Finance"
650,"Do Your Own Accounts",doyourownaccounts,True,165,0,0,0,Beginner,0,"2015-02-13 09:56:58","Business Finance"
651,"CFA Level 1 - Derivatives",cfa-exam,True,120,0,0,0,Beginner,0,"2014-07-21 10:31:02","Business Finance"
652,"Accounting for everyone! ",accounting-for-everyone,True,101,0,0,0,Beginner,0,"2014-11-19 00:34:25","Business Finance"
655,"Manual Bookkeeping",manual-bookkeeping,True,98,0,0,0,Intermediate,0,"2015-07-24 20:42:34","Business Finance"
657,"How To Pay Less Tax (UK version)",paylesstax,True,25,0,0,0,Beginner,0,"2016-01-19 18:20:04","Business Finance"
658,"Forex trading with binary options",forex-trading-with-binary-options,True,111,0,0,0,Beginner,0,"2016-05-16 21:40:10","Business Finance"
660,"Cost Accounting - A Comprehensive Study",cost-accounting-a-comprehensive-study,True,43,0,0,0,Beginner,0,"2015-04-26 23:46:55","Business Finance"
664,"Trading for winning",charting-for-beginners-for-dummies-newbies-technical-analysis,True,200,0,0,0,Beginner,0,"2017-01-23 05:18:48","Business Finance"
665,"Options Basics & Trading With Small Capital! - Level 1",options-basics-trading-with-small-capital,True,76,0,0,0,Beginner,0,"2016-07-26 20:26:58","Business Finance"
667,"Learn to Trade Forex Big U-Turn Trade",learn-to-trade-forex-big-u-turn-trade,True,82,0,0,0,Beginner,0,"2016-02-24 18:44:24","Business Finance"
668,"Technical Analysis Primer for trading Stocks, Bonds & Forex",technical-analysis-made-easy,True,51,0,0,0,Beginner,0,"2015-11-23 19:16:33","Business Finance"
669,"Stock Trading with this Strategy",stock-trading-with-this-strategy,True,6,0,0,0,Beginner,0,"2015-08-13 21:52:16","Business Finance"
671,"Stock Trading Essentials for Day Traders",stock-trading-essentials-for-day-traders,True,57,0,0,0,Beginner,0,"2015-01-08 17:40:22","Business Finance"
673,"Portfolio Management CFA L1 2016",portfolio-management-cfa-l1,True,61,0,0,0,Beginner,0,"2015-09-15 20:48:19","Business Finance"
682,"Raising Capital for Your Business",raising-capital-for-your-business,True,167,0,0,0,Beginner,0,"2015-08-03 22:46:45","Business Finance"
688,"Simple Options Trading System",safe-and-easy-options-trading,True,168,0,0,0,Intermediate,0,"2014-07-31 20:25:42","Business Finance"
693,"Forex Harmonic Trading- With Multiple Forex Chart Examples",forex-harmonic-trading-with-multiple-examples,True,130,0,0,0,Beginner,0,"2016-11-28 17:21:07","Business Finance"
699,"Introduction to Futures & Options",introduction-to-futures-options,True,33,0,0,0,Beginner,0,"2014-03-11 17:06:53","Business Finance"
711,"Profits Turbo",profits-turbo,True,41,0,0,0,Intermediate,0,"2013-06-03 15:35:46","Business Finance"
714,"Investing in Stocks & Shares",making-money-from-stocks-shares,True,183,0,0,0,Beginner,0,"2016-05-23 06:21:40","Business Finance"
715,"Learn Financial Modeling from Scratch - Part 2",learn-financial-modeling-part-2,True,62,0,0,0,Beginner,0,"2016-04-07 15:15:10","Business Finance"
719,"Introducción a la contabilidad",contabilidad-en-una-hora,True,148,0,0,0,Beginner,0,"2014-12-17 12:50:58","Business Finance"
