course_id,course_title,url,image,course_rating,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
238,"Trading Economic Indicators - Complete Trading System",hacking-trading-through-economic-indicators,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,64,0,0,0,Beginner,0,"2015-09-17 18:47:54","Business Finance"
241,"Covered Calls - Powerful Income Strategy for Stock Traders",covered-calls-income-strategy-for-stock-traders,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,30,0,0,0,Beginner,0,"2017-07-03 15:13:33","Business Finance"
248,"Simple things you must know before start FOREX (OFFER)",forex-simple-things,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,194,0,0,0,Beginner,0,"2017-03-10 22:11:34","Business Finance"
249,"Practical Finance",practical-finance,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,70,0,0,0,Beginner,0,"2015-07-14 18:14:16","Business Finance"
252,"Forex Trading -  Learn to Trade From Scratch!",forex-trading-ultimate-course-to-get-you-started,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,182,0,0,0,Beginner,0,"2016-06-19 14:56:45","Business Finance"
255,"Get Started With Penny Stocks -Step by Step Guide to Trading",trading-penny-stocks-advanced-strategies,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,167,0,0,0,Beginner,0,"2014-06-02 03:34:56","Business Finance"
266,"Business Banking 101",business-banking-101,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,152,0,0,0,Beginner,0,"2015-04-06 18:05:26","Business Finance"
274,"How To Crowdfund",how-to-crowdfund,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,90,0,0,0,Beginner,0,"2012-10-02 22:00:03","Business Finance"
275,"Financial Statement Fundamentals for Small Biz & Investors",financial-statement-fundamentals,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,122,0,0,0,Beginner,0,"2015-05-14 21:17:53","Business Finance"
276,"Master The Stock Market with practice",master-the-stock-market-with-practice,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,195,0,0,0,Beginner,0,"2015-05-15 18:04:34","Business Finance"
277,"Introduction to Trade Theory (Technical Analysis) For Stocks",intro-price-theory-klatch-tminr,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,128,0,0,0,Beginner,0,"2014-11-24 04:14:02","Business Finance"
283,"Filing with Companies House UK",filing-with-companies-house-uk,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,119,0,0,0,Beginner,0,"2015-03-08 19:26:34","Business Finance"
288,"Beginners Guide To Ichimoku Trading",ichimoku,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,97,0,0,0,Beginner,0,"2016-04-27 20:06:23","Business Finance"
289,"Financial Management - Ratio Analysis",financial-ratio-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,144,0,0,0,Beginner,0,"2014-07-05 15:25:07","Business Finance"
290,"ALGOTECH Hedge Fund Method for Stock Market Trading",algotech-hedge-fund-method-for-stock-market,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,53,0,0,0,Beginner,0,"2016-10-10 21:05:19","Business Finance"
292,"Complete Claritas Investment Certificate",claritas-investment-certificate,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,122,0,0,0,Beginner,0,"2013-08-05 16:01:50","Business Finance"
297,"Best Practices in Corporate Budgeting",best-practices-corporate-budgeting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,84,0,0,0,Intermediate,0,"2017-06-29 22:01:56","Business Finance"
301,"Forex how traders beat the markest with little experience",forex-how-traders-beat-the-markest-with-little-experience,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,171,0,0,0,Beginner,0,"2017-07-06 21:16:13","Business Finance"
303,"Foundations of Investing",foundations-of-investing,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,186,0,0,0,Beginner,0,"2016-07-27 21:07:46","Business Finance"
304,"Capital Market Road Map",capital-market-road-map,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,150,0,0,0,Beginner,0,"2014-03-11 16:15:21","Business Finance"
305,"CurrencyFair - Avoid Bank Charges when converting currencies",currencyfair-currency-exchange,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,36,0,0,0,Beginner,0,"2016-05-05 14:38:15","Business Finance"
308,"Bookkeeping to Command Senior Bookkeeping Wages",bookkeeping-to-command-senior-bookkeeping-wages,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,146,0,0,0,Beginner,0,"2015-03-06 01:31:54","Business Finance"
309,"Take Your Career to the Next Level with MBA Finance",take-your-career-to-the-next-level-with-mba-finance,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,176,0,0,0,Beginner,0,"2015-10-29 23:18:23","Business Finance"
313,"Bitcoin Trading 101",bitcoin-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,96,0,0,0,Beginner,0,"2015-01-29 08:03:35","Business Finance"
318,"What You Should Know to Become a Trader",what-you-should-know-to-become-a-trader,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,181,0,0,0,Beginner,0,"2016-09-29 05:13:00","Business Finance"
319,"Financial Reporting A Comprehensive Study",financial-reporting-a-comprehensive-study,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,47,0,0,0,Beginner,0,"2017-02-09 21:58:02","Business Finance"
321,"Trading for Beginners - Entry Level",trading-for-beginners-tier-1,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,111,0,0,0,Beginner,0,"2016-10-03 22:21:54","Business Finance"
324,"Accounting Bank Reconciliation Statement (College Level)",bankreconciliationstatement,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,100,0,0,0,Beginner,0,"2015-05-25 19:46:32","Business Finance"
325,"FastTrack to Stock Trading Strategies",fasttrack-to-stock-trading-strategies,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,183,0,0,0,Beginner,0,"2014-08-05 18:24:18","Business Finance"
333,"Trading Mindset, and Three Steps To Profitable Trading",trading-mindset-steps-to-profitable-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,189,0,0,0,Beginner,0,"2015-11-02 20:13:05","Business Finance"
336,"Winning Options Trading System",winning-options-trading-system,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,21,0,0,0,Beginner,0,"2013-10-09 21:12:00","Business Finance"
337,"How to invest in Russian equity market",how-to-invest-in-russian-equity-market,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,167,0,0,0,Intermediate,0,"2015-09-15 18:28:43","Business Finance"
338,"Handle difficult questions the bank manager will ask you",handle-difficult-questions-the-bank-manager-will-ask-you,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,25,0,0,0,Beginner,0,"2015-09-04 20:03:24","Business Finance"
339,"Credit Control Procedures",credit-control,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,100,0,0,0,Beginner,0,"2014-09-22 03:58:46","Business Finance"
340,"Six Stage Negotiation",six-stage-negotiation-for-cash-collection,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,3,0,0,0,Beginner,0,"2016-05-11 17:08:03","Business Finance"
343,"UK Tax Returns with HMRC",corporation-tax-returns-hmrc,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,23,0,0,0,Beginner,0,"2016-04-05 15:48:32","Business Finance"
345,"How to Obtain a Business Loan",how-to-obtain-a-business-loan,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,29,0,0,0,Beginner,0,"2015-11-17 19:17:56","Business Finance"
347,"Cost Accounting Operating Costing(Professional Course Level)",operating-costing,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,121,0,0,0,Beginner,0,"2015-04-24 00:21:44","Business Finance"
348,"Accounting, Finance and Banking - A Comprehensive Study",accounting-finance-and-banking-a-comprehensive-study,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,36,0,0,0,Beginner,0,"2015-03-26 18:01:39","Business Finance"
349,"Advanced Technical Analysis PART1!",advanced-technical-analysis-part1,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,179,0,0,0,Intermediate,0,"2017-06-27 22:00:27","Business Finance"
351,"Learn the Foundations of Stocks and Options",learn-how-to-trade-stocks-and-options,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,106,0,0,0,Beginner,0,"2016-08-11 21:18:34","Business Finance"
354,"Credit Risk Analysis",credit-specific-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,12,0,0,0,Intermediate,0,"2016-01-28 22:09:01","Business Finance"
355,"Fund Flow Analysis for CA  CFA  CPA Exams",learn-fund-flow-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,141,0,0,0,Intermediate,0,"2014-11-28 11:43:27","Business Finance"
365,"Fundamental Financial Math",fundamental-financial-math,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,197,0,0,0,Beginner,0,"2014-03-04 19:36:43","Business Finance"
366,"Equity Swaps",equity-swaps,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,99,0,0,0,Beginner,0,"2014-03-13 22:12:01","Business Finance"
376,"Collection of Advanced Options concepts for Options traders",advanced-options-concepts-for-options-stock-traders,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,59,0,0,0,Advanced,0,"2015-04-13 23:02:21","Business Finance"
383,"Managing Budgets in the Public and Non Profit Sector",managing-budgets-in-the-public-and-non-profit-sector,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,31,0,0,0,Beginner,0,"2017-06-22 20:28:25","Business Finance"
387,"Introduction to the 8 Pillars for Accountants",8-pillars-for-accountants-introduction,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,100,0,0,0,Beginner,0,"2014-08-16 17:37:15","Business Finance"
388,"FX Trading for Beginners",fx-trading-for-beginners,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,103,0,0,0,Beginner,0,"2013-12-01 04:10:23","Business Finance"
391,"Ratio analysis for bankers and credit analysts",ratio-analysis-for-bankers-and-credit-analysts,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,115,0,0,0,Beginner,0,"2017-04-12 16:55:26","Business Finance"
392,"Numbers for the  Business Plan",numbers-for-the-business-plan,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,143,0,0,0,Beginner,0,"2014-09-22 05:12:53","Business Finance"
394,"1 - Concepts of Statistics For Beginners Step by Step",concepts-of-statistics,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,146,0,0,0,Beginner,0,"2015-08-30 22:48:34","Business Finance"
395,"3. Compound Interest ",compound-interest,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,180,0,0,0,Beginner,0,"2014-02-11 18:06:18","Business Finance"
396,"8. Amortization Schedules",amortization-schedules,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,106,0,0,0,Beginner,0,"2014-03-19 18:30:55","Business Finance"
397,"Finance Fundamentals for Non Finance Leaders",finance-fundamentals-for-business-leaders,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,103,0,0,0,Beginner,0,"2015-08-04 21:56:58","Business Finance"
408,"Estruturação Financeira",estruturacao-financeira,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,134,0,0,0,Beginner,0,"2017-05-08 02:40:04","Business Finance"
409,"Five steps to becoming a winner in stock investing",five-steps-to-becoming-a-winner-in-stock-investing,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,192,0,0,0,Beginner,0,"2015-11-06 19:05:01","Business Finance"
412,"How to read a Profit & Loss Account and Balance Sheet",how-to-read-a-profit-loss-account-and-balance-sheet,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,64,0,0,0,Beginner,0,"2014-09-22 04:05:52","Business Finance"
416,"Bookkeeping Systems",bookkeeping-systems,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,153,0,0,0,Beginner,0,"2014-09-22 05:16:06","Business Finance"
417,"Precious Metal Equities",precious-metal-equities,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,178,0,0,0,Beginner,0,"2013-05-26 14:14:33","Business Finance"
419,"Tradeonomics - Four Steps to Mastering Economic Indicators",a-laymans-guide-to-the-us-economy-demystifying-indicators,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,14,0,0,0,Beginner,0,"2016-04-01 15:56:38","Business Finance"
422,"Samuel and Co Trading - Stock & Forex Trading",samuel-co-forex-and-stock-trading,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,115,0,0,0,Beginner,0,"2014-02-10 18:12:06","Business Finance"
424,"How I Trade Forex Successfully",how-trade-forex-successfully,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,2,0,0,0,Beginner,0,"2015-11-13 17:28:16","Business Finance"
425,"Professional Trading With Institutional Supply & Demand",professional-trading-with-institutional-supply-demand,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,107,0,0,0,Beginner,0,"2014-11-24 10:19:35","Business Finance"
429,"Your Business by the Numbers",your-business-by-the-numbers,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,137,0,0,0,Beginner,0,"2013-09-26 14:16:35","Business Finance"
438,"Trading Trends in ANY Market",trading-trends-in-the-market-stocks-futures-forex,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,62,0,0,0,Beginner,0,"2015-10-04 18:43:16","Business Finance"
439,"Contango VXX - ETF Options Trading - Double Your Investment",contango-vxx-trading-idiot-proof-way-to-double-your-return,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,55,0,0,0,Beginner,0,"2016-10-06 15:10:38","Business Finance"
440,"Mergers and Acquisitions M&A Essentials You Need to Know",intro-to-the-ma-game,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,197,0,0,0,Beginner,0,"2013-11-13 11:08:51","Business Finance"
441,"TRADING MARKET MAP",trading-market-map,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,99,0,0,0,Beginner,0,"2015-07-01 16:25:45","Business Finance"
444,"MCA Accountancy and Financial Management -Paper MCS 35 IGNOU",time-value-of-money,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,79,0,0,0,Beginner,0,"2014-12-06 16:34:03","Business Finance"
446,"Bitcoins - Past, Present, Future",bitcoins-past-present-future,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,188,0,0,0,Beginner,0,"2014-04-23 02:27:31","Business Finance"
455,"Matemática Financeira de um jeito fácil",matematica-financeira2,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,77,0,0,0,Beginner,0,"2013-07-23 20:45:33","Business Finance"
456,"Trading Forex - Trader avec les figures harmoniques",trading-forex-trader-avec-les-figures-harmoniques,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,169,0,0,0,Beginner,0,"2017-03-31 22:44:53","Business Finance"
457,"Aprenda a Investir no Tesouro Direto Passo a Passo",tesouro-direto-passo-a-passo,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,54,0,0,0,Beginner,0,"2017-04-25 07:06:14","Business Finance"
458,"Aprende a invertir y deja que tu dinero trabaje para ti",aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,98,0,0,0,Beginner,0,"2014-03-03 09:52:27","Business Finance"
460,"Flow Management and Forecasting",cashflow-management-and-forecasting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,176,0,0,0,Beginner,0,"2014-09-22 04:57:47","Business Finance"
464,"Stock Market for Beginners. Learn to trade",stock-market-for-dummies-learn-to-trade,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,148,0,0,0,Beginner,0,"2013-10-03 17:44:22","Business Finance"
466,"Trading Tips from Hedge Fund Manager",trading-tips-from-hedge-fund-manager,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,29,0,0,0,Beginner,0,"2015-07-22 20:56:34","Business Finance"
474,"Trading strategies with common sense technical analysis",trading-strategies-with-common-sense-technical-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,34,0,0,0,Beginner,0,"2015-07-19 17:41:41","Business Finance"
478,"Forex Trading - Learn An Effective Forex Trading Strategy",forex-trading-strategy-technical-analysis,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,30,0,0,0,Beginner,0,"2016-12-14 22:45:02","Business Finance"
479,"Navigate the 10-K and Other Financial Reports",navigate-the-10-k-and-other-financial-reports,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,28,0,0,0,Beginner,0,"2014-11-08 18:50:53","Business Finance"
482,"Investing Internationally into Real Estate, Stocks and Bonds",investing-internationally-into-real-estate-stocks-and-bonds,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,163,0,0,0,Beginner,0,"2016-01-27 18:40:25","Business Finance"
488,"Investment Portfolio Analysis with Excel",investment-portfolio-analysis-with-excel,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,68,0,0,0,Beginner,0,"2015-11-12 21:51:19","Business Finance"
493,"Advanced Butterfly Spreads for Options Income Strategies",advanced-butterfly-spread-option-strategies,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,90,0,0,0,Advanced,0,"2017-07-04 18:08:01","Business Finance"
494,"The Holy Grail of Auto Trading Forex Futures Stocks Revealed",the-holy-grail-of-auto-trading-revealed,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,147,0,0,0,Beginner,0,"2016-05-03 18:23:01","Business Finance"
497,"Statistics - Measures of Dispersion for CA  CS  CFA exams",measures_of_dispersion,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,45,0,0,0,Beginner,0,"2015-09-14 19:47:25","Business Finance"
500,"How to Copy the Best Traders on Etoro",how-to-copy-the-best-traders-on-etoro,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,60,0,0,0,Beginner,0,"2014-05-01 20:37:45","Business Finance"
508,"Learn How to File Taxes for Uber and Lyft Drivers",learn-how-to-file-taxes-from-uber-lyft,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,85,0,0,0,Beginner,0,"2015-02-12 06:17:10","Business Finance"
510,"Start Trading Stocks Using Technical Analysis! Part 2",start-trading-stocks-using-technical-analysis-part-2,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,50,0,0,0,Beginner,0,"2017-05-23 00:20:02","Business Finance"
513,"Learn to trade Candlestick Patterns",learn-to-trade-candlestick-patterns,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,40,0,0,0,Intermediate,0,"2016-08-16 23:58:31","Business Finance"
515,"Sensitivity & Scenario Analysis for CA  CFA  CPA Exams",sensitivity-and-scenario-analysis-in-capital-budgeting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,46,0,0,0,Beginner,0,"2015-09-20 20:26:40","Business Finance"
518,"ACCA FA1 Recording Financial Transactions",acca-fa1-recording-financial-transactions,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,90,0,0,0,Beginner,0,"2015-07-14 23:01:39","Business Finance"
520,"Small Business and Managerial Accounting Training Tutorial",small-business-and-managerial-accounting-training-tutorial,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,39,0,0,0,Beginner,0,"2013-06-19 17:52:07","Business Finance"
521,"Use Crowdfunding Effectively With Indiegogo and Kickstarter",learncrowdfunding,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,200,0,0,0,Beginner,0,"2013-06-25 15:22:28","Business Finance"
523,"Bank Reconciliation & VAT on Excel",bank-reconciliation-vat-on-excel,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,165,0,0,0,Beginner,0,"2014-09-22 04:56:43","Business Finance"
532,"The Latest Updates 2016 Financial Accounting Standards Board",2016-fasb-updates,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,185,0,0,0,Intermediate,0,"2017-06-29 21:40:54","Business Finance"
536,"Ratio Analysis for Financial Statements",ratio-analysis-financial-statements,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,4,0,0,0,Beginner,0,"2017-07-03 21:39:57","Business Finance"
540,"Crystal ball trading - foresee price with seasonal patterns",seasonality,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,195,0,0,0,Beginner,0,"2015-06-14 22:08:54","Business Finance"
542,"Cost Accounting Basics (Professional Course Level)",basics-of-cost-accounting,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,170,0,0,0,Beginner,0,"2014-12-17 01:11:28","Business Finance"
545,"Straddles and Strangles - Volatility moves in any direction",straddles-and-strangles,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,99,0,0,0,Advanced,0,"2013-03-12 12:30:40","Business Finance"
554,"Double Entry Bookkeeping",double-entry-bookkeeping,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,68,0,0,0,Beginner,0,"2016-06-15 18:23:18","Business Finance"
561,"Basel II",basel-ii,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,59,0,0,0,Beginner,0,"2014-03-06 07:16:03","Business Finance"
569,"Learn to Trade Forex Naked Price Action Big Shadow Trade",learn-to-trade-forex-naked-price-action-big-shadow-trade,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,88,0,0,0,Intermediate,0,"2016-01-25 04:08:41","Business Finance"
570,"Forex Trading For Beginners ",forex-trading-for-beginners-q,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,191,0,0,0,Beginner,0,"2016-01-14 02:46:59","Business Finance"
574,"Beginners Guide to Stock Market Investing",beginners-guide-to-stock-market-investing,https://res.cloudinary.com/dj11e209p/image/upload/v1753832986/courses/vg4gi7nlekemzzqb8yqe.jpg,0,True,162,0,0,0,Beginner,0,"2016-09-15 18:30:57","Business Finance"
